Tag,Path,Mode,Methods,Description
CONFIG,/CONFIG/PROJECT,,GET,Project Configuration
CONFIG,/CONFIG/VER,,GET,API Version Information
DB_Analysis,/DB/ACTL,,"GET, POST, PUT, DELETE",Main Control Data
DB_Analysis,/DB/ACTL/{id},,"GET, POST, PUT, DELETE",Main Control Data
DB_Static Loads,/DB/ARPR,,"GET, POST, PUT, DELETE",Delete Db Arpr
DB_Static Loads,/DB/ARPR/{id},,"GET, POST, PUT, DELETE",Delete Db Arpr Key
DB_Analysis,/DB/BCCT,,"GET, POST, PUT, DELETE",Boundary Change Assignment
DB_Analysis,/DB/BCCT/{id},,"GET, POST, PUT, DELETE",Boundary Change Assignment
DB_Static Loads,/DB/BMLD,,"GET, POST, PUT, DELETE",Beam Loads
DB_Static Loads,/DB/BMLD/{id},,"GET, POST, PUT, DELETE",Beam Loads
DB_Project,/DB/BNGR,,"GET, POST, PUT, DELETE",Boundary Group
DB_Project,/DB/BNGR/{id},,"GET, POST, PUT, DELETE",Boundary Group
DB_Static Loads,/DB/BODF,,"GET, POST, PUT, DELETE",Self-Weight
DB_Static Loads,/DB/BODF/{id},,"GET, POST, PUT, DELETE",Self-Weight
DB_Temperature Loads,/DB/BTMP,,"GET, POST, PUT, DELETE",Beam Section Temperature
DB_Temperature Loads,/DB/BTMP/{id},,"GET, POST, PUT, DELETE",Beam Section Temperature
DB_Analysis,/DB/BUCK,,"GET, POST, PUT, DELETE",Buckling Analysis Control
DB_Analysis,/DB/BUCK/{id},,"GET, POST, PUT, DELETE",Buckling Analysis Control
DB_Bridge Specialization Results,/DB/CAMB,,"GET, POST, PUT, DELETE",FCM Camber Control
DB_Bridge Specialization Results,/DB/CAMB/{id},,"GET, POST, PUT, DELETE",FCM Camber Control
DB_Heat of Hydration Loads,/DB/CCFC,,"GET, POST, PUT, DELETE",Convection Coefficient Functions
DB_Heat of Hydration Loads,/DB/CCFC/{id},,"GET, POST, PUT, DELETE",Convection Coefficient Functions
DB_Boundary,/DB/CGLP,,"GET, POST, PUT, DELETE",Change General Link Property
DB_Boundary,/DB/CGLP/{id},,"GET, POST, PUT, DELETE",Change General Link Property
DB_Moving Loads,/DB/CJFG,,"GET, POST, PUT, DELETE",Concurrent Joint Force Group
DB_Moving Loads,/DB/CJFG/{id},,"GET, POST, PUT, DELETE",Concurrent Joint Force Group
DB_Boundary,/DB/CLDR,,"GET, POST, PUT",Define Constraints Label Direction
DB_Boundary,/DB/CLDR/{id},,"GET, POST, PUT",Define Constraints Label Direction
DB_Analysis Results,/DB/CLWP,,"GET, POST, PUT, DELETE",Plate Cutting Line Diagram
DB_Analysis Results,/DB/CLWP/{id},,"GET, POST, PUT, DELETE",Plate Cutting Line Diagram
DB_Construction Stage Loads,/DB/CMCS,,"GET, POST, PUT, DELETE",Camber for Construction Stage
DB_Construction Stage Loads,/DB/CMCS/{id},,"GET, POST, PUT, DELETE",Camber for Construction Stage
DB_Design,/DB/CMFT,,"GET, POST, PUT, DELETE",Delete Db Cmft
DB_Design,/DB/CMFT/{id},,"GET, POST, PUT, DELETE",Delete Db Cmft Key
DB_Static Loads,/DB/CNLD,,"GET, POST, PUT, DELETE",Nodal Loads
DB_Static Loads,/DB/CNLD/{id},,"GET, POST, PUT, DELETE",Nodal Loads
DB_Boundary,/DB/CONS,,"GET, POST, PUT, DELETE",Constraint Support
DB_Boundary,/DB/CONS/{id},,"GET, POST, PUT, DELETE",Constraint Support
DB_View,/DB/CO_F,,"GET, PUT",Floor Load Color
DB_View,/DB/CO_F/{id},,"GET, PUT",Floor Load Color
DB_View,/DB/CO_M,,"GET, PUT",Material Color
DB_View,/DB/CO_M/{id},,"GET, PUT",Material Color
DB_View,/DB/CO_S,,"GET, PUT",Section Color
DB_View,/DB/CO_S/{id},,"GET, PUT",Section Color
DB_View,/DB/CO_T,,"GET, PUT",Thickness Color
DB_View,/DB/CO_T/{id},,"GET, PUT",Thickness Color
DB_Moving Loads,/DB/CRGR,,"GET, POST, PUT, DELETE",Concurrent Reaction Group
DB_Moving Loads,/DB/CRGR/{id},,"GET, POST, PUT, DELETE",Concurrent Reaction Group
DB_Construction Stage Loads,/DB/CRPC,,"GET, POST, PUT, DELETE",Creep Coefficient for Construction Stage
DB_Construction Stage Loads,/DB/CRPC/{id},,"GET, POST, PUT, DELETE",Creep Coefficient for Construction Stage
DB_Construction Stage Loads,/DB/CSCS,,"GET, POST, PUT, DELETE",Composite Section for Construction Stage
DB_Construction Stage Loads,/DB/CSCS/{id},,"GET, POST, PUT, DELETE",Composite Section for Construction Stage
DB_Analysis Results,/DB/CUTL,,"GET, POST, PUT, DELETE",Cutting Line
DB_Analysis Results,/DB/CUTL/{id},,"GET, POST, PUT, DELETE",Cutting Line
DB_Design,/DB/DCON,,"GET, POST, PUT, DELETE",RC Design Code
DB_Design,/DB/DCON/{id},,"GET, POST, PUT, DELETE",RC Design Code
DB_Analysis,/DB/DCTL,,"GET, POST, PUT, DELETE",Definition of Frame
DB_Analysis,/DB/DCTL/{id},,"GET, POST, PUT, DELETE",Definition of Frame
DB_Node/Element,/DB/DOEL,,"GET, POST, PUT, DELETE",Domain-Element
DB_Node/Element,/DB/DOEL/{id},,"GET, POST, PUT, DELETE",Domain-Element
DB_Design,/DB/DSTL,,"GET, POST, PUT, DELETE",Design Steel Code
DB_Design,/DB/DSTL/{id},,"GET, POST, PUT, DELETE",Design Steel Code
DB_Moving Loads,/DB/DYFG,,"GET, POST, PUT, DELETE",Railway Dynamic Factor
DB_Moving Loads,/DB/DYFG/{id},,"GET, POST, PUT, DELETE",Railway Dynamic Factor
DB_Moving Loads,/DB/DYLA,,"GET, POST, PUT, DELETE",Dynamic Load Allowance
DB_Moving Loads,/DB/DYLA/{id},,"GET, POST, PUT, DELETE",Dynamic Load Allowance
DB_Moving Loads,/DB/DYNF,,"GET, POST, PUT, DELETE",Railway Dynamic Factor by Element
DB_Moving Loads,/DB/DYNF/{id},,"GET, POST, PUT, DELETE",Railway Dynamic Factor by Element
DB_Boundary,/DB/EARE,,"GET, POST, PUT, DELETE",Delete Db Eare
DB_Boundary,/DB/EARE/{id},,"GET, POST, PUT, DELETE",Delete Db Eare Key
DB_Properties,/DB/EDMP,,"GET, POST, PUT, DELETE",Change Property
DB_Properties,/DB/EDMP/{id},,"GET, POST, PUT, DELETE",Change Property
DB_Miscellaneous Loads,/DB/EFCT,,"GET, POST, PUT, DELETE",Small Displacement - Initial Force Control Data
DB_Miscellaneous Loads,/DB/EFCT/{id},,"GET, POST, PUT, DELETE",Small Displacement - Initial Force Control Data
DB_Analysis,/DB/EIGV,,"GET, POST, PUT, DELETE",Eigenvalue Analysis Control
DB_Analysis,/DB/EIGV/{id},,"GET, POST, PUT, DELETE",Eigenvalue Analysis Control
DB_Node/Element,/DB/ELEM,,"GET, POST, PUT, DELETE",Element
DB_Node/Element,/DB/ELEM/{id},,"GET, POST, PUT, DELETE",Element
DB_Boundary,/DB/ELNK,,"GET, POST, PUT, DELETE",Elastic Link
DB_Boundary,/DB/ELNK/{id},,"GET, POST, PUT, DELETE",Elastic Link
DB_Properties,/DB/EPMT,,"GET, POST, PUT, DELETE",Plastic Material
DB_Properties,/DB/EPMT/{id},,"GET, POST, PUT, DELETE",Plastic Material
DB_Static Loads,/DB/EPSE,,"GET, POST, PUT, DELETE",Delete Db Epse
DB_Static Loads,/DB/EPSE/{id},,"GET, POST, PUT, DELETE",Delete Db Epse Key
DB_Static Loads,/DB/EQMF,,"GET, POST, PUT, DELETE",Delete Db Eqmf
DB_Static Loads,/DB/EQMF/{id},,"GET, POST, PUT, DELETE",Delete Db Eqmf Key
DB_Properties,/DB/ESSF,,"GET, POST, PUT, DELETE",Element Stiffness Scale Factor
DB_Properties,/DB/ESSF/{id},,"GET, POST, PUT, DELETE",Element Stiffness Scale Factor
DB_Heat of Hydration Loads,/DB/ETFC,,"GET, POST, PUT, DELETE",Ambient Temperature Functions
DB_Heat of Hydration Loads,/DB/ETFC/{id},,"GET, POST, PUT, DELETE",Ambient Temperature Functions
DB_Temperature Loads,/DB/ETMP,,"GET, POST, PUT, DELETE",Element Temperature
DB_Temperature Loads,/DB/ETMP/{id},,"GET, POST, PUT, DELETE",Element Temperature
DB_Properties,/DB/EWSF,,"GET, POST, PUT, DELETE",Effective Width Scale Factor
DB_Properties,/DB/EWSF/{id},,"GET, POST, PUT, DELETE",Effective Width Scale Factor
DB_Prestress Loads,/DB/EXLD,,"GET, POST, PUT, DELETE",External Type Load Case for Pretension
DB_Prestress Loads,/DB/EXLD/{id},,"GET, POST, PUT, DELETE",External Type Load Case for Pretension
DB_Static Loads,/DB/FBLA,,"GET, POST, PUT, DELETE",Assign Floor Loads
DB_Static Loads,/DB/FBLA/{id},,"GET, POST, PUT, DELETE",Assign Floor Loads
DB_Static Loads,/DB/FBLD,,"GET, POST, PUT, DELETE",Define Floor Load Type
DB_Static Loads,/DB/FBLD/{id},,"GET, POST, PUT, DELETE",Define Floor Load Type
DB_Properties,/DB/FIBR,,"GET, POST, PUT, DELETE",Fiber Division of Section
DB_Properties,/DB/FIBR/{id},,"GET, POST, PUT, DELETE",Fiber Division of Section
DB_Properties,/DB/FIMP,,"GET, POST, PUT, DELETE",Inelastic Material Properties
DB_Properties,/DB/FIMP/{id},,"GET, POST, PUT, DELETE",Inelastic Material Properties
DB_Static Loads,/DB/FMLD,,"GET, POST, PUT, DELETE",Finishing Material Loads
DB_Static Loads,/DB/FMLD/{id},,"GET, POST, PUT, DELETE",Finishing Material Loads
DB_Boundary,/DB/FRLS,,"GET, POST, PUT, DELETE",Beam End Release
DB_Boundary,/DB/FRLS/{id},,"GET, POST, PUT, DELETE",Beam End Release
DB_Grid Model Analysis Loads,/DB/GALD,,"GET, POST, PUT, DELETE",Grid Analysis Load
DB_Grid Model Analysis Loads,/DB/GALD/{id},,"GET, POST, PUT, DELETE",Grid Analysis Load
DB_Bridge Specialization Results,/DB/GCMB,,"GET, POST, PUT, DELETE",General Camber Control
DB_Bridge Specialization Results,/DB/GCMB/{id},,"GET, POST, PUT, DELETE",General Camber Control
DB_Properties,/DB/GRDP,,"GET, POST, PUT, DELETE",Group Damping
DB_Properties,/DB/GRDP/{id},,"GET, POST, PUT, DELETE",Group Damping
DB_Project,/DB/GRUP,,"GET, POST, PUT, DELETE",Structure Group
DB_Project,/DB/GRUP/{id},,"GET, POST, PUT, DELETE",Structure Group
DB_Bridge Specialization Results,/DB/GSBG,,"GET, POST, PUT, DELETE",Bridge Girder Diagrams
DB_Bridge Specialization Results,/DB/GSBG/{id},,"GET, POST, PUT, DELETE",Bridge Girder Diagrams
DB_Boundary,/DB/GSPR,,"GET, POST, PUT, DELETE",Assign General Spring Supports
DB_Boundary,/DB/GSPR/{id},,"GET, POST, PUT, DELETE",Assign General Spring Supports
DB_Boundary,/DB/GSTP,,"GET, POST, PUT, DELETE",Define General Spring Type
DB_Boundary,/DB/GSTP/{id},,"GET, POST, PUT, DELETE",Define General Spring Type
DB_Temperature Loads,/DB/GTMP,,"GET, POST, PUT, DELETE",Temperature Gradient
DB_Temperature Loads,/DB/GTMP/{id},,"GET, POST, PUT, DELETE",Temperature Gradient
DB_Heat of Hydration Loads,/DB/HAHS,,"GET, POST, PUT, DELETE",Assign Heat Source
DB_Heat of Hydration Loads,/DB/HAHS/{id},,"GET, POST, PUT, DELETE",Assign Heat Source
DB_Heat of Hydration Loads,/DB/HECB,,"GET, POST, PUT, DELETE",Element Convection Boundary
DB_Heat of Hydration Loads,/DB/HECB/{id},,"GET, POST, PUT, DELETE",Element Convection Boundary
DB_Analysis,/DB/HHCT,,"GET, POST, PUT, DELETE",Heat of Hydration Analysis Control
DB_Analysis,/DB/HHCT/{id},,"GET, POST, PUT, DELETE",Heat of Hydration Analysis Control
DB_Heat of Hydration Results,/DB/HHND,,"GET, POST, PUT, DELETE",Heat of Hydaration Result Graph
DB_Heat of Hydration Results,/DB/HHND/{id},,"GET, POST, PUT, DELETE",Heat of Hydaration Result Graph
DB_Heat of Hydration Loads,/DB/HPCE,,"GET, POST, PUT, DELETE",Pipe Cooling
DB_Heat of Hydration Loads,/DB/HPCE/{id},,"GET, POST, PUT, DELETE",Pipe Cooling
DB_Heat of Hydration Loads,/DB/HSFC,,"GET, POST, PUT, DELETE",Heat Source Functions
DB_Heat of Hydration Loads,/DB/HSFC/{id},,"GET, POST, PUT, DELETE",Heat Source Functions
DB_Heat of Hydration Loads,/DB/HSPT,,"GET, POST, PUT, DELETE",Prescribed Temperature
DB_Heat of Hydration Loads,/DB/HSPT/{id},,"GET, POST, PUT, DELETE",Prescribed Temperature
DB_Heat of Hydration Loads,/DB/HSTG,,"GET, POST, PUT, DELETE",Define Construction Stage for Hydration
DB_Heat of Hydration Loads,/DB/HSTG/{id},,"GET, POST, PUT, DELETE",Define Construction Stage for Hydration
DB_Properties,/DB/IEHC,,"GET, POST, PUT, DELETE",Inelastic Hinge Control Data
DB_Properties,/DB/IEHC/{id},,"GET, POST, PUT, DELETE",Inelastic Hinge Control Data
DB_Properties,/DB/IEHG,,"GET, POST, PUT, DELETE",Assign Inelastic Hinge Properties
DB_Properties,/DB/IEHG/{id},,"GET, POST, PUT, DELETE",Assign Inelastic Hinge Properties
DB_Properties,/DB/IEHP,,"GET, POST, PUT, DELETE",Delete Db Iehp
DB_Properties,/DB/IEHP/{id},,"GET, POST, PUT, DELETE",Delete Db Iehp Key
DB_Miscellaneous Loads,/DB/IELC,,"GET, POST, PUT, DELETE",Ignore Elements for Load Cases
DB_Miscellaneous Loads,/DB/IELC/{id},,"GET, POST, PUT, DELETE",Ignore Elements for Load Cases
DB_Boundary,/DB/IEPI,,"GET, POST, PUT, DELETE",Ignore Elements for Pushover Intial Load
DB_Boundary,/DB/IEPI/{id},,"GET, POST, PUT, DELETE",Ignore Elements for Pushover Intial Load
DB_Miscellaneous Loads,/DB/IFGS,,"GET, POST, PUT, DELETE",Large Displacement - Initial Forces for Geometric Stiffness
DB_Miscellaneous Loads,/DB/IFGS/{id},,"GET, POST, PUT, DELETE",Large Displacement - Initial Forces for Geometric Stiffness
DB_Properties,/DB/IMFM,,"GET, POST, PUT, DELETE",Inelastic Material Properties for Fiber Model
DB_Properties,/DB/IMFM/{id},,"GET, POST, PUT, DELETE",Inelastic Material Properties for Fiber Model
DB_Moving Loads,/DB/IMPF,,"GET, POST, PUT, DELETE",Additional Impact Factor
DB_Moving Loads,/DB/IMPF/{id},,"GET, POST, PUT, DELETE",Additional Impact Factor
DB_Miscellaneous Loads,/DB/INMF,,"GET, POST, PUT, DELETE",Small Displacement - Initial Element Force
DB_Miscellaneous Loads,/DB/INMF/{id},,"GET, POST, PUT, DELETE",Small Displacement - Initial Element Force
DB_Design,/DB/KFAC,,"GET, POST, PUT, DELETE",Delete Db Kfac
DB_Design,/DB/KFAC/{id},,"GET, POST, PUT, DELETE",Delete Db Kfac Key
DB_Analysis Results,/DB/LCOM-ALUM,,"GET, POST, PUT, DELETE",Delete Db Lcom Alum
DB_Analysis Results,/DB/LCOM-ALUM/{id},,"GET, POST, PUT, DELETE",Delete Db Lcom Alum Key
DB_Analysis Results,/DB/LCOM-CFSTEEL,,"GET, POST, PUT, DELETE",Delete Db Lcom Cfsteel
DB_Analysis Results,/DB/LCOM-CFSTEEL/{id},,"GET, POST, PUT, DELETE",Delete Db Lcom Cfsteel Key
DB_Analysis Results,/DB/LCOM-CONC,,"GET, POST, PUT, DELETE",Load Combinations - Concrete Design
DB_Analysis Results,/DB/LCOM-CONC/{id},,"GET, POST, PUT, DELETE",Load Combinations - Concrete Design
DB_Analysis Results,/DB/LCOM-FDN,,"GET, POST, PUT, DELETE",Delete Db Lcom Fdn
DB_Analysis Results,/DB/LCOM-FDN/{id},,"GET, POST, PUT, DELETE",Delete Db Lcom Fdn Key
DB_Analysis Results,/DB/LCOM-GEN,,"GET, POST, PUT, DELETE",Load Combinations - General
DB_Analysis Results,/DB/LCOM-GEN/{id},,"GET, POST, PUT, DELETE",Load Combinations - General
DB_Analysis Results,/DB/LCOM-LINEAR,,"GET, POST, PUT, DELETE",Delete Db Lcom Linear
DB_Analysis Results,/DB/LCOM-LINEAR/{id},,"GET, POST, PUT, DELETE",Delete Db Lcom Linear Key
DB_Analysis Results,/DB/LCOM-SEISMIC,,"GET, POST, PUT, DELETE",Load Combinations - Seismic Design
DB_Analysis Results,/DB/LCOM-SEISMIC/{id},,"GET, POST, PUT, DELETE",Load Combinations - Seismic Design
DB_Analysis Results,/DB/LCOM-SRC,,"GET, POST, PUT, DELETE",Load Combinations - SRC Design
DB_Analysis Results,/DB/LCOM-SRC/{id},,"GET, POST, PUT, DELETE",Load Combinations - SRC Design
DB_Analysis Results,/DB/LCOM-STEEL,,"GET, POST, PUT, DELETE",Load Combinations - Steel Design
DB_Analysis Results,/DB/LCOM-STEEL/{id},,"GET, POST, PUT, DELETE",Load Combinations - Steel Design
DB_Analysis Results,/DB/LCOM-STLCOMP,,"GET, POST, PUT, DELETE",Load Combinations - Composite Steel Girder Design
DB_Analysis Results,/DB/LCOM-STLCOMP/{id},,"GET, POST, PUT, DELETE",Load Combinations - Composite Steel Girder Design
DB_Project,/DB/LDGR,,"GET, POST, PUT, DELETE",Load Group
DB_Project,/DB/LDGR/{id},,"GET, POST, PUT, DELETE",Load Group
DB_Miscellaneous Loads,/DB/LDSQ,,"GET, POST, PUT, DELETE",Load Sequence for Nonlinear
DB_Miscellaneous Loads,/DB/LDSQ/{id},,"GET, POST, PUT, DELETE",Load Sequence for Nonlinear
DB_Design,/DB/LENG,,"GET, POST, PUT, DELETE",Unbraced Length
DB_Design,/DB/LENG/{id},,"GET, POST, PUT, DELETE",Unbraced Length
DB_Moving Loads,/DB/LLAN,,"GET, POST, PUT, DELETE",Traffic Line Lanes
DB_Moving Loads,/DB/LLAN/{id},,"GET, POST, PUT, DELETE",Traffic Line Lanes
DB_Moving Loads,/DB/LLANCH,,"GET, POST, PUT, DELETE",Traffic Line Lanes - China
DB_Moving Loads,/DB/LLANCH/{id},,"GET, POST, PUT, DELETE",Traffic Line Lanes - China
DB_Moving Loads,/DB/LLANID,,"GET, POST, PUT, DELETE",Traffic Line Lanes - India
DB_Moving Loads,/DB/LLANID/{id},,"GET, POST, PUT, DELETE",Traffic Line Lanes - India
DB_Moving Loads,/DB/LLANJP,,"GET, POST, PUT, DELETE",Delete Db Llanjp
DB_Moving Loads,/DB/LLANJP/{id},,"GET, POST, PUT, DELETE",Delete Db Llanjp Key
DB_Moving Loads,/DB/LLANOP,,"GET, POST, PUT, DELETE",Traffic Line Lanes - Moving Load Optimizaion
DB_Moving Loads,/DB/LLANOP/{id},,"GET, POST, PUT, DELETE",Traffic Line Lanes - Moving Load Optimizaion
DB_Moving Loads,/DB/LLANTR,,"GET, POST, PUT, DELETE",Traffic Line Lanes - Transverse
DB_Moving Loads,/DB/LLANTR/{id},,"GET, POST, PUT, DELETE",Traffic Line Lanes - Transverse
DB_Static Loads,/DB/LTOM,,"GET, POST, PUT, DELETE",Loads to Masses
DB_Static Loads,/DB/LTOM/{id},,"GET, POST, PUT, DELETE",Loads to Masses
DB_Design,/DB/LTSR,,"GET, POST, PUT, DELETE",Underground Load Combination Type
DB_Design,/DB/LTSR/{id},,"GET, POST, PUT, DELETE",Underground Load Combination Type
DB_Node/Element,/DB/MADO,,"GET, POST, PUT, DELETE",Define Domain
DB_Node/Element,/DB/MADO/{id},,"GET, POST, PUT, DELETE",Define Domain
DB_Design,/DB/MATD,,"GET, PUT",Modify Concrete Materials
DB_Design,/DB/MATD/{id},,"GET, PUT",Modify Concrete Materials
DB_Properties,/DB/MATL,,"GET, POST, PUT, DELETE",Material Properties
DB_Properties,/DB/MATL/{id},,"GET, POST, PUT, DELETE",Material Properties
DB_Design,/DB/MBTP,,"GET, POST, PUT, DELETE",Modify Member Type
DB_Design,/DB/MBTP/{id},,"GET, POST, PUT, DELETE",Modify Member Type
DB_Boundary,/DB/MCON,,"GET, POST, PUT, DELETE",Linear Constraints
DB_Boundary,/DB/MCON/{id},,"GET, POST, PUT, DELETE",Linear Constraints
DB_Design,/DB/MDGN,,"GET, POST, PUT, DELETE",Delete Db Mdgn
DB_Design,/DB/MDGN/{id},,"GET, POST, PUT, DELETE",Delete Db Mdgn Key
DB_Design,/DB/MEMB,,"GET, POST, PUT, DELETE",Member Assignment
DB_Design,/DB/MEMB/{id},,"GET, POST, PUT, DELETE",Member Assignment
DB_Boundary,/DB/MLFC,,"GET, POST, PUT, DELETE",Force-Deformation Function
DB_Boundary,/DB/MLFC/{id},,"GET, POST, PUT, DELETE",Force-Deformation Function
DB_Moving Loads,/DB/MLSP,,"GET, POST, PUT, DELETE",Lane Support - Negative Moments at Interior Piers
DB_Moving Loads,/DB/MLSP/{id},,"GET, POST, PUT, DELETE",Lane Support - Negative Moments at Interior Piers
DB_Moving Loads,/DB/MLSR,,"GET, POST, PUT, DELETE",Lane Support - Reactions at Interior Piers
DB_Moving Loads,/DB/MLSR/{id},,"GET, POST, PUT, DELETE",Lane Support - Reactions at Interior Piers
DB_Design,/DB/MRFT,,"GET, POST, PUT, DELETE",Delete Db Mrft
DB_Design,/DB/MRFT/{id},,"GET, POST, PUT, DELETE",Delete Db Mrft Key
DB_Properties,/DB/MTCS,,"GET, POST, PUT, DELETE",Delete Db Mtcs
DB_Properties,/DB/MTCS/{id},,"GET, POST, PUT, DELETE",Delete Db Mtcs Key
DB_Moving Loads,/DB/MVCD,,"GET, POST, PUT, DELETE",Moving Load Code
DB_Moving Loads,/DB/MVCD/{id},,"GET, POST, PUT, DELETE",Moving Load Code
DB_Analysis,/DB/MVCT,,"GET, POST, PUT, DELETE",Moving Load Analysis Control
DB_Analysis,/DB/MVCT/{id},,"GET, POST, PUT, DELETE",Moving Load Analysis Control
DB_Analysis,/DB/MVCTBS,,"GET, POST, PUT, DELETE",Moving Load Analysis Control - BS
DB_Analysis,/DB/MVCTBS/{id},,"GET, POST, PUT, DELETE",Moving Load Analysis Control - BS
DB_Analysis,/DB/MVCTCH,,"GET, POST, PUT, DELETE",Moving Load Analysis Control - China
DB_Analysis,/DB/MVCTCH/{id},,"GET, POST, PUT, DELETE",Moving Load Analysis Control - China
DB_Analysis,/DB/MVCTID,,"GET, POST, PUT, DELETE",Moving Load Analysis Control - India
DB_Analysis,/DB/MVCTID/{id},,"GET, POST, PUT, DELETE",Moving Load Analysis Control - India
DB_Analysis,/DB/MVCTTR,,"GET, POST, PUT, DELETE",Moving Load Analysis Control - Transverse
DB_Analysis,/DB/MVCTTR/{id},,"GET, POST, PUT, DELETE",Moving Load Analysis Control - Transverse
DB_Moving Loads,/DB/MVHC,,"GET, POST, PUT, DELETE",Vehicle Classes
DB_Moving Loads,/DB/MVHC/{id},,"GET, POST, PUT, DELETE",Vehicle Classes
DB_Moving Loads,/DB/MVHL,,"GET, POST, PUT, DELETE",Vehicles - Taiwan
DB_Moving Loads,/DB/MVHL/{id},,"GET, POST, PUT, DELETE",Vehicles - Taiwan
DB_Moving Loads,/DB/MVHLTR,,"GET, POST, PUT, DELETE",Vehicles - Transverse
DB_Moving Loads,/DB/MVHLTR/{id},,"GET, POST, PUT, DELETE",Vehicles - Transverse
DB_Moving Loads,/DB/MVLD,,"GET, POST, PUT, DELETE",Moving Load Cases
DB_Moving Loads,/DB/MVLD/{id},,"GET, POST, PUT, DELETE",Moving Load Cases
DB_Moving Loads,/DB/MVLDBS,,"GET, POST, PUT, DELETE",Moving Load Cases - BS
DB_Moving Loads,/DB/MVLDBS/{id},,"GET, POST, PUT, DELETE",Moving Load Cases - BS
DB_Moving Loads,/DB/MVLDCH,,"GET, POST, PUT, DELETE",Moving Load Cases - China
DB_Moving Loads,/DB/MVLDCH/{id},,"GET, POST, PUT, DELETE",Moving Load Cases - China
DB_Moving Loads,/DB/MVLDEU,,"GET, POST, PUT, DELETE",Moving Load Cases - Eurocode
DB_Moving Loads,/DB/MVLDEU/{id},,"GET, POST, PUT, DELETE",Moving Load Cases - Eurocode
DB_Moving Loads,/DB/MVLDID,,"GET, POST, PUT, DELETE",Moving Load Cases - India
DB_Moving Loads,/DB/MVLDID/{id},,"GET, POST, PUT, DELETE",Moving Load Cases - India
DB_Moving Loads,/DB/MVLDJP,,"GET, POST, PUT, DELETE",Delete Db Mvldjp
DB_Moving Loads,/DB/MVLDJP/{id},,"GET, POST, PUT, DELETE",Delete Db Mvldjp Key
DB_Moving Loads,/DB/MVLDPL,,"GET, POST, PUT, DELETE",Moving Load Cases - Poland
DB_Moving Loads,/DB/MVLDPL/{id},,"GET, POST, PUT, DELETE",Moving Load Cases - Poland
DB_Moving Loads,/DB/MVLDTR,,"GET, POST, PUT, DELETE",Moving Load Cases - Transverse
DB_Moving Loads,/DB/MVLDTR/{id},,"GET, POST, PUT, DELETE",Moving Load Cases - Transverse
DB_Static Loads,/DB/NBOF,,"GET, POST, PUT, DELETE",Nodal Body Force
DB_Static Loads,/DB/NBOF/{id},,"GET, POST, PUT, DELETE",Nodal Body Force
DB_Analysis,/DB/NLCT,,"GET, POST, PUT, DELETE",Nonlinear Analysis Control Data
DB_Analysis,/DB/NLCT/{id},,"GET, POST, PUT, DELETE",Nonlinear Analysis Control Data
DB_Boundary,/DB/NLLP,,"GET, POST, PUT, DELETE",General Link Properties
DB_Boundary,/DB/NLLP/{id},,"GET, POST, PUT, DELETE",General Link Properties
DB_Boundary,/DB/NLNK,,"GET, POST, PUT, DELETE",General Link
DB_Boundary,/DB/NLNK/{id},,"GET, POST, PUT, DELETE",General Link
DB_Static Loads,/DB/NMAS,,"GET, POST, PUT, DELETE",Nodal Masses
DB_Static Loads,/DB/NMAS/{id},,"GET, POST, PUT, DELETE",Nodal Masses
DB_Node/Element,/DB/NODE,,"GET, POST, PUT, DELETE",Node
DB_Node/Element,/DB/NODE/{id},,"GET, POST, PUT, DELETE",Node
DB_View,/DB/NPLN,,"GET, POST, PUT, DELETE",Named Plane
DB_View,/DB/NPLN/{id},,"GET, POST, PUT, DELETE",Named Plane
DB_Boundary,/DB/NSPR,,"GET, POST, PUT, DELETE",Point Spring
DB_Boundary,/DB/NSPR/{id},,"GET, POST, PUT, DELETE",Point Spring
DB_Temperature Loads,/DB/NTMP,,"GET, POST, PUT, DELETE",Nodal Temperature
DB_Temperature Loads,/DB/NTMP/{id},,"GET, POST, PUT, DELETE",Nodal Temperature
DB_View,/DB/NUCS,,"GET, POST, PUT, DELETE",Delete Db Nucs
DB_View,/DB/NUCS/{id},,"GET, POST, PUT, DELETE",Delete Db Nucs Key
DB_Boundary,/DB/OFFS,,"GET, POST, PUT, DELETE",Beam End Offsets
DB_Boundary,/DB/OFFS/{id},,"GET, POST, PUT, DELETE",Beam End Offsets
DB_Analysis,/DB/PDEL,,"GET, POST, PUT, DELETE",P-Delta Analysis Control
DB_Analysis,/DB/PDEL/{id},,"GET, POST, PUT, DELETE",P-Delta Analysis Control
DB_Pushover,/DB/PHGE,,"GET, POST, PUT, DELETE",Assign Pushover Hinge Properties
DB_Pushover,/DB/PHGE/{id},,"GET, POST, PUT, DELETE",Assign Pushover Hinge Properties
DB_Properties,/DB/PHGT,,"GET, POST, PUT, DELETE",Delete Db Phgt
DB_Properties,/DB/PHGT/{id},,"GET, POST, PUT, DELETE",Delete Db Phgt Key
DB_Project,/DB/PJCF,,"GET, POST, PUT, DELETE",Project Information
DB_Project,/DB/PJCF/{id},,"GET, POST, PUT, DELETE",Project Information
DB_Miscellaneous Loads,/DB/PLCB,,"GET, POST, PUT, DELETE",Pre-composite Section
DB_Miscellaneous Loads,/DB/PLCB/{id},,"GET, POST, PUT, DELETE",Pre-composite Section
DB_Static Loads,/DB/PNLA,,"GET, POST, PUT, DELETE",Assign Plane Loads
